Temps , Position - x , Position - y , Position - z , Temps total , Pourcentage d'erreur , Pourcentage de completion
0.0048768 , 0.267314, -0.0454536, -1.32095 , 25.9056 , 34.3376 , 25.0746
0.0048768 , 0.267272, -0.0464861, -1.32385
0.0048768 , 0.267272, -0.0464861, -1.32385
0.0048768 , 0.267258, -0.0464858, -1.3253
0.0078873 , 0.267232, -0.0475186, -1.32603
0.0078873 , 0.267224, -0.0475185, -1.32675
0.0078873 , 0.267188, -0.048551, -1.3282
0.0078873 , 0.267171, -0.0485507, -1.32965
0.0123746 , 0.266493, -0.0485376, -1.3314
0.0123746 , 0.265143, -0.0485115, -1.33418
0.0123746 , 0.264462, -0.0484983, -1.33593
0.0155548 , 0.263087, -0.0495033, -1.3387
0.0155548 , 0.262402, -0.0494898, -1.34045
0.0155548 , 0.261716, -0.0494763, -1.34219
0.0155548 , 0.26169, -0.0494757, -1.34364
0.0155548 , 0.261647, -0.0494749, -1.34582
0.0198124 , 0.261618, -0.0494743, -1.34727
0.0198124 , 0.261571, -0.0494734, -1.34945
0.0198124 , 0.261539, -0.0494728, -1.3509
0.0226918 , 0.261505, -0.0494721, -1.35235
0.0226918 , 0.26147, -0.0494714, -1.3538
0.0226918 , 0.261434, -0.0494707, -1.35525
0.025746 , 0.261397, -0.04947, -1.3567
0.025746 , 0.261358, -0.0494692, -1.35815
0.025746 , 0.261298, -0.0504989, -1.3596
0.025746 , 0.261236, -0.0504976, -1.36178
0.0301691 , 0.261194, -0.0515276, -1.3625
0.0301691 , 0.261194, -0.0515276, -1.3625
0.0301691 , 0.261173, -0.0515272, -1.36323
0.0330608 , 0.261173, -0.0515272, -1.36323
0.0330608 , 0.261151, -0.0515267, -1.36395
0.0355541 , 0.26113, -0.0525571, -1.36395
0.0355541 , 0.26113, -0.0525571, -1.36395
0.0355541 , 0.26113, -0.0525571, -1.36395
0.0355541 , 0.26113, -0.0525571, -1.36395
0.0355541 , 0.26113, -0.0525571, -1.36395
0.0401488 , 0.260469, -0.0525433, -1.36425
0.0401488 , 0.260469, -0.0525433, -1.36425
0.0401488 , 0.259786, -0.0525289, -1.36527
0.0428028 , 0.259125, -0.0525151, -1.36557
0.0428028 , 0.257803, -0.0524873, -1.36616
0.0428028 , 0.257141, -0.0524735, -1.36645
0.0428028 , 0.255157, -0.0524318, -1.36734
0.0467417 , 0.253833, -0.0524041, -1.36793
0.0467417 , 0.252509, -0.0523763, -1.36852
0.0494151 , 0.251184, -0.0523485, -1.3691
0.0494151 , 0.249859, -0.0523207, -1.36969
0.0494151 , 0.249219, -0.0523073, -1.36926
0.0494151 , 0.248556, -0.0522934, -1.36955
0.0530793 , 0.247893, -0.0522795, -1.36984
0.0530793 , 0.246566, -0.0522517, -1.37042
0.0530793 , 0.245903, -0.0522378, -1.37071
0.0559307 , 0.24524, -0.0522238, -1.371
0.0559307 , 0.243912, -0.052196, -1.37159
0.0559307 , 0.242606, -0.0521686, -1.37144
0.0589642 , 0.241278, -0.0521407, -1.37202
0.0589642 , 0.239949, -0.0521129, -1.3726
0.0589642 , 0.23862, -0.052085, -1.37317
0.0624806 , 0.237977, -0.0520715, -1.37274
0.0624806 , 0.237312, -0.0520576, -1.37302
0.0624806 , 0.236647, -0.0520436, -1.37331
0.0655766 , 0.236003, -0.0520301, -1.37287
0.0655766 , 0.236003, -0.0520301, -1.37287
0.0655766 , 0.236003, -0.0520301, -1.37287
0.0655766 , 0.235338, -0.0520162, -1.37316
0.0691501 , 0.235359, -0.0520166, -1.37243
0.0691501 , 0.235359, -0.0520166, -1.37243
0.0691501 , 0.235359, -0.0520166, -1.37243
0.0717938 , 0.234694, -0.0520026, -1.37272
0.0717938 , 0.234694, -0.0520026, -1.37272
0.0717938 , 0.234694, -0.0520026, -1.37272
0.0747794 , 0.234694, -0.0520026, -1.37272
0.0747794 , 0.234694, -0.0520026, -1.37272
0.0747794 , 0.234694, -0.0520026, -1.37272
0.0785725 , 0.235359, -0.0520166, -1.37243
0.0785725 , 0.235359, -0.0520166, -1.37243
0.0785725 , 0.235359, -0.0520166, -1.37243
